term,sat,tothrs,cumgpa,major,season,frstsem,crsgpa,crspop,verbmath,trmgpa,hssize,race,hsrank,sport,id,spring,female,black,white,ctrmgpa,ctothrs,ccrsgpa,ccrspop,cseason,hsperc
8901,920,102,2.61,860,1,0,3.0847,39.75,.87755,2.46,637,6,163,"swim",3861,1,1,0,1,.3800001,13,.1446002,-130.05,0,25.5887
8808,1020,0,0,520,1,1,2.3118,1128.75,.78947,1.43,330,6,160,"soccer",3920,0,0,0,1,,,,,,48.48485
8901,1020,12,1.16,520,0,0,2.8809,1355.75,.78947,.75,330,6,160,"soccer",3920,1,0,0,1,-.6799999,12,.5690999,227,-1,48.48485
8808,660,80,1.92,317,1,0,2.7976,783.5,.78378,1.5,251,3,130,"football",3964,0,0,0,0,,,,,,51.79283
8901,660,92,1.86,317,0,0,2.783,1083,.78378,.75,251,3,130,"football",3964,1,0,0,0,-.75,12,-.0146,299.5,-1,51.79283
8808,870,0,0,310,1,1,2.8846,1025.5,.77551,3.44,10,2,2,"track",4065,0,1,1,0,,,,,,20
8901,870,14,3.5,310,1,0,2.6483,1149.6,.77551,2.62,10,2,2,"track",4065,1,1,1,0,-.8200002,14,-.2363,124.1,0,20
8808,1100,35,3.05,531,1,0,2.8672,875.75,.86441,2.79,172,6,137,"football",4105,0,0,0,1,,,,,,79.65116
8901,1100,49,2.97,531,0,0,2.7198,1085.75,.86441,3.25,172,6,137,"football",4105,1,0,0,1,.46,14,-.1473999,210,-1,79.65116
8808,960,30,2.4,640,1,0,2.7009,1064.5,.68421,3,204,6,51,"soccer",4247,0,0,0,1,,,,,,25
8901,960,42,2.57,640,0,0,2.8026,790.83,.68421,2.17,204,6,51,"soccer",4247,1,0,0,1,-.8299999,12,.1016998,-273.67,-1,25
8808,540,100,2.2,317,1,0,2.6427,198,.92857,2,240,2,151,"football",4350,0,0,1,0,,,,,,62.91667
8901,540,112,2.17,317,0,0,2.5512,141.5,.92857,1.25,240,2,151,"football",4350,1,0,1,0,-.75,12,-.0915,-56.5,-1,62.91667
8808,700,0,0,510,1,1,2.9404,686.14,.79487,2.41,238,2,102,"football",4368,0,0,1,0,,,,,,42.85714
8901,700,15,2.6,510,0,0,2.7842,1177,.79487,1.92,238,2,102,"football",4368,1,0,1,0,-.4900001,15,-.1561999,490.86,-1,42.85714
8808,490,121,1.95,317,1,0,3.1275,540.6,.68966,2.38,92,2,50,"bball",4396,0,0,1,0,,,,,,54.34783
8901,490,134,1.99,317,1,0,2.3973,363.5,.68966,0,92,2,50,"bball",4396,1,0,1,0,-2.38,13,-.7302001,-177.1,0,54.34783
8808,750,62,2.58,531,1,0,2.8752,951.5,.97368,1.75,215,6,68,"football",4437,0,0,0,1,,,,,,31.62791
8901,750,74,2.44,531,0,0,2.9858,764.71,.97368,2.5,215,6,68,"football",4437,1,0,0,1,.75,12,.1106,-186.79,-1,31.62791
8808,980,0,0,531,1,1,2.3202,1333,.75,2,190,6,42,"football",4487,0,0,0,1,,,,,,22.10526
8901,980,14,2,960,0,0,2.7452,1650.25,.75,1.5,190,6,42,"football",4487,1,0,0,1,-.5,14,.425,317.25,-1,22.10526
8808,870,93,2.22,520,1,0,2.7147,468.4,.74,2.2,302,2,67,"football",4716,0,0,1,0,,,,,,22.18543
8901,870,108,2.22,520,0,0,2.8976,207.83,.74,2.67,302,2,67,"football",4716,1,0,1,0,.47,15,.1829,-260.57,-1,22.18543
8808,680,94,2.03,520,1,0,2.8294,393.4,.61905,2.15,91,2,13,"bball",4835,0,1,1,0,,,,,,14.28571
8901,680,107,2.04,520,1,0,2.7972,542.5,.61905,2.63,91,2,13,"bball",4835,1,1,1,0,.48,13,-.0322001,149.1,0,14.28571
8808,1220,28,2.57,531,1,0,2.9452,908.8,.67123,3.14,10,5,3,"soccer",4867,0,0,0,0,,,,,,30
8901,1220,42,2.76,531,0,0,2.9947,399,.67123,3.15,10,5,3,"soccer",4867,1,0,0,0,.01,14,.0495,-509.8,-1,30
8808,1100,29,3.48,538,1,0,2.5385,1448.6,.77419,3.6,10,6,1,"swim",4929,0,1,0,1,,,,,,10
8901,1100,44,3.52,538,1,0,2.6642,868.67,.77419,3.38,10,6,1,"swim",4929,1,1,0,1,-.2199998,15,.1257,-579.93,0,10
8808,1100,61,2.21,517,1,0,2.8752,739.67,1.03704,3,10,6,6,"track",4950,0,0,0,1,,,,,,60
8901,1100,70,2.31,665,1,0,2.6508,299.33,1.03704,2.26,10,6,6,"track",4950,1,0,0,1,-.74,9,-.2244,-440.34,0,60
8808,730,35,2.65,531,1,0,2.825,1092,.58696,1,260,2,116,"bball",5136,0,0,1,0,,,,,,44.61538
8901,730,47,2.23,531,1,0,2.6135,903,.58696,1.69,260,2,116,"bball",5136,1,0,1,0,.6900001,12,-.2114999,-189,0,44.61538
8808,830,77,1.98,960,1,0,2.7061,463.5,.72917,1.5,457,6,279,"football",5170,0,0,0,1,,,,,,61.05033
8901,830,89,1.92,960,0,0,2.8816,214.2,.72917,1.14,457,6,279,"football",5170,1,0,0,1,-.36,12,.1754999,-249.3,-1,61.05033
8808,820,104,2.48,531,1,0,2.9294,335.8,.78261,2.38,98,6,16,"football",5289,0,0,0,1,,,,,,16.32653
8901,820,117,2.47,531,0,0,2.8284,330.25,.78261,2,98,6,16,"football",5289,1,0,0,1,-.3800001,13,-.1010001,-5.549988,-1,16.32653
8808,580,106,2.01,531,1,0,2.8368,687,.87097,2.4,534,2,89,"football",5319,0,0,1,0,,,,,,16.66667
8901,580,121,2.06,531,0,0,2.7393,571.67,.87097,1.44,534,2,89,"football",5319,1,0,1,0,-.96,15,-.0975001,-115.33,-1,16.66667
8808,740,0,0,960,0,1,2.6571,1183.33,1.05556,2,61,6,8,"baseball",5332,0,0,0,1,,,,,,13.11475
8901,740,14,2.07,960,1,0,3.0376,702.67,1.05556,2.5,61,6,8,"baseball",5332,1,0,0,1,.5,14,.3805001,-480.66,1,13.11475
8808,670,70,2.12,531,1,0,2.3893,926.67,.81081,.33,76,2,58,"football",5349,0,0,1,0,,,,,,76.31579
8901,670,82,1.89,531,0,0,2.8095,1193,.81081,1.33,76,2,58,"football",5349,1,0,1,0,1,12,.4201999,266.33,-1,76.31579
8808,720,39,2.3,319,1,0,2.686,902.5,.56522,2,10,8,7,"football",5397,0,0,0,0,,,,,,70
8901,720,51,2.23,319,0,0,3.2626,955.75,.56522,2.25,10,8,7,"football",5397,1,0,0,0,.25,12,.5765998,53.25,-1,70
8808,690,36,2.02,505,1,0,2.6767,1240.4,.91667,1,214,2,86,"football",5406,0,0,1,0,,,,,,40.18692
8901,690,51,1.72,505,0,0,2.5973,1641.25,.91667,2.25,214,2,86,"football",5406,1,0,1,0,1.25,15,-.0794001,400.85,-1,40.18692
8808,830,1,4,660,1,0,3.0017,1040.67,.93023,.93,10,2,5,"football",5429,0,0,1,0,,,,,,50
8901,830,13,1.3,531,0,0,2.6597,1448.4,.93023,1.2,10,2,5,"football",5429,1,0,1,0,.27,12,-.342,407.73,-1,50
8808,1020,31,1.87,565,1,0,2.7982,1312.5,.61905,2.31,697,6,463,"football",5542,0,0,0,1,,,,,,66.42754
8901,1020,44,2,565,0,0,3.1573,392.5,.61905,2.23,697,6,463,"football",5542,1,0,0,1,-.0799999,13,.3591001,-920,-1,66.42754
8808,1090,83,2.87,531,1,0,3.0226,432,.70313,2.75,472,6,67,"swim",5606,0,0,0,1,,,,,,14.19491
8901,1090,95,2.86,531,1,0,2.8417,418,.70313,2.75,472,6,67,"swim",5606,1,0,0,1,0,12,-.1808999,-14,0,14.19491
8808,750,39,1.71,960,1,0,3.0958,312.8,.66667,2.38,412,6,178,"football",5750,0,0,0,1,,,,,,43.20388
8901,750,52,1.88,531,0,0,2.8142,351.75,.66667,2.75,412,6,178,"football",5750,1,0,0,1,.3699999,13,-.2816,38.95001,-1,43.20388
8808,850,30,1.83,505,1,0,2.5155,1454.25,1.07317,1.25,405,6,117,"track",5803,0,0,0,1,,,,,,28.88889
8901,850,42,1.8,319,1,0,2.9539,1159.75,1.07317,2,405,6,117,"track",5803,1,0,0,1,.75,12,.4384,-294.5,0,28.88889
8808,970,70,1.95,314,1,0,2.9394,169,.86538,2.5,10,6,4,"soccer",5865,0,0,0,1,,,,,,40
8901,970,71,1.98,314,0,0,3.1459,42,.86538,2,10,6,4,"soccer",5865,1,0,0,1,-.5,1,.2065001,-127,-1,40
8808,1020,93,3.27,520,1,0,2.8229,96.8,.67213,3,450,6,39,"bball",5950,0,1,0,1,,,,,,8.666667
8901,1020,108,3.24,520,1,0,2.7814,174.5,.67213,3.5,450,6,39,"bball",5950,1,1,0,1,.5,15,-.0415001,77.7,0,8.666667
8808,770,28,1.85,531,1,0,2.8418,908.5,.7907,2.81,430,6,250,"track",6023,0,0,0,1,,,,,,58.13953
8901,770,44,2.2,531,1,0,2.8705,766.83,.7907,2.47,430,6,250,"track",6023,1,0,0,1,-.3399999,16,.0287001,-141.67,0,58.13953
8808,900,0,0,347,1,1,2.7609,816.2,1.09302,2.73,10,6,5,"soccer",6057,0,0,0,1,,,,,,50
8901,900,15,2.73,538,0,0,2.5681,1377.2,1.09302,2,10,6,5,"soccer",6057,1,0,0,1,-.73,15,-.1928,560.9999,-1,50
8808,730,1,4,960,1,0,2.9194,463.29,.92105,1.47,10,6,5,"football",6060,0,0,0,1,,,,,,50
8901,730,16,1.68,960,0,0,2.9281,849.67,.92105,2.07,10,6,5,"football",6060,1,0,0,1,.5999999,15,.0087001,386.38,-1,50
8808,960,0,0,517,1,1,2.4448,1559,.77778,2.18,46,6,10,"football",6169,0,0,0,1,,,,,,21.73913
8901,960,15,2.06,517,0,0,2.5838,1602.2,.77778,2.6,46,6,10,"football",6169,1,0,0,1,.4199998,15,.1390002,43.19995,-1,21.73913
8808,980,30,2.06,960,1,0,2.7079,705.4,.7193,1.8,568,6,384,"soccer",6188,0,0,0,1,,,,,,67.60564
8901,980,45,1.97,960,0,0,2.7546,933.29,.7193,2.74,568,6,384,"soccer",6188,1,0,0,1,.9400001,15,.0467,227.89,-1,67.60564
8808,870,33,2.57,353,1,0,2.8698,589.4,.77551,2.19,227,6,27,"vball",6279,0,1,0,1,,,,,,11.89427
8901,870,49,2.44,353,0,0,2.7737,571.6,.77551,2.56,227,6,27,"vball",6279,1,1,0,1,.3699999,16,-.0961001,-17.80005,-1,11.89427
8808,950,29,2.89,230,1,0,2.9287,487.8,1.02128,3,569,6,218,"swim",6367,0,1,0,1,,,,,,38.31283
8901,950,45,2.86,230,1,0,2.9675,436.67,1.02128,2.81,569,6,218,"swim",6367,1,1,0,1,-.1900001,16,.0388,-51.12997,0,38.31283
8808,830,57,2.03,520,1,0,2.8766,862.5,1.02439,1.5,546,6,285,"football",6386,0,0,0,1,,,,,,52.1978
8901,830,69,1.81,520,0,0,2.6664,530,1.02439,.4,546,6,285,"football",6386,1,0,0,1,-1.1,12,-.2102001,-332.5,-1,52.1978
8808,790,72,2.65,347,1,0,3.0297,246,1.39394,3,677,6,96,"track",6461,0,1,0,1,,,,,,14.18021
8901,790,87,2.71,347,1,0,3.326,93.75,1.39394,3,677,6,96,"track",6461,1,1,0,1,0,15,.2962999,-152.25,0,14.18021
8808,1010,27,2.96,811,1,0,2.5652,1185,.74138,3,266,6,10,"vball",6495,0,1,0,1,,,,,,3.759398
8901,1010,41,2.97,810,0,0,2.4395,269,.74138,2.62,266,6,10,"vball",6495,1,1,0,1,-.3800001,14,-.1257,-916,-1,3.759398
8808,1050,61,2.75,511,1,0,2.5236,891.8,1.1,2,162,6,22,"swim",6510,0,1,0,1,,,,,,13.58025
8901,1050,76,2.6,511,1,0,2.581,866.8,1.1,2.2,162,6,22,"swim",6510,1,1,0,1,.2,15,.0574,-25,0,13.58025
8808,860,59,2.62,538,0,0,2.8756,631.5,.72,3.25,113,6,29,"tennis",6535,0,1,0,1,,,,,,25.66372
8901,860,75,2.76,538,1,0,2.7625,425.2,.72,2.6,113,6,29,"tennis",6535,1,1,0,1,-.6500001,16,-.1131001,-206.3,1,25.66372
8808,1140,26,3.76,511,1,0,2.6966,1102,.96552,3,454,6,36,"wrestlin",6542,0,0,0,1,,,,,,7.929515
8901,1140,38,3.52,511,0,0,2.4037,944.25,.96552,3.25,454,6,36,"wrestlin",6542,1,0,0,1,.25,12,-.2928998,-157.75,-1,7.929515
8808,860,59,2.69,445,1,0,2.6503,127,.72,3.2,323,6,9,"wrestlin",6595,0,0,0,1,,,,,,2.786378
8901,860,74,2.79,445,0,0,3.0095,70,.72,2.8,323,6,9,"wrestlin",6595,1,0,0,1,-.4000001,15,.3592,-57,-1,2.786378
8808,940,58,2.22,310,1,0,3.0361,261.6,.84314,2.54,385,6,105,"swim",6647,0,1,0,1,,,,,,27.27273
8901,940,71,2.28,310,1,0,3.4963,171.67,.84314,3.41,385,6,105,"swim",6647,1,1,0,1,.8700001,13,.4602001,-89.93001,0,27.27273
8808,810,65,2.32,960,1,0,3.0193,494.2,.92857,2.69,385,6,165,"swim",6657,0,1,0,1,,,,,,42.85714
8901,810,78,2.38,960,1,0,3.1879,202,.92857,2.85,385,6,165,"swim",6657,1,1,0,1,.1599998,13,.1686001,-292.2,0,42.85714
8808,850,0,0,517,1,1,2.5862,1320.17,.84783,2.65,256,6,39,"soccer",6665,0,0,0,1,,,,,,15.23438
8901,850,15,2.6,517,0,0,2.7161,1496.6,.84783,3,256,6,39,"soccer",6665,1,0,0,1,.3499999,15,.1299,176.4299,-1,15.23438
8808,1290,28,2,505,1,0,2.5507,1478,.8169,3.2,82,6,45,"track",6700,0,0,0,1,,,,,,54.87805
8901,1290,43,2.41,505,1,0,2.6634,1058.5,.8169,3.5,82,6,45,"track",6700,1,0,0,1,.3,15,.1127,-419.5,0,54.87805
8808,1170,0,0,601,1,1,2.6719,1270.2,.82813,3.41,64,6,4,"swim",6714,0,1,0,1,,,,,,6.25
8901,1170,17,3.41,601,1,0,2.6937,956.33,.82813,3.25,64,6,4,"swim",6714,1,1,0,1,-.1600001,17,.0218,-313.8699,0,6.25
8808,1100,27,3.18,531,0,0,2.6158,956,.77419,3,53,6,10,"baseball",6869,0,0,0,1,,,,,,18.86792
8901,1100,42,3.11,531,1,0,2.582,1033.5,.77419,2.75,53,6,10,"baseball",6869,1,0,0,1,-.25,15,-.0337999,77.5,1,18.86792
8808,1430,66,3.53,455,1,0,2.6327,125.17,.83333,3.67,285,6,14,"swim",6877,0,0,0,1,,,,,,4.912281
8901,1430,78,3.55,455,1,0,2.8629,137.83,.83333,3.77,285,6,14,"swim",6877,1,0,0,1,.0999999,12,.2302001,12.66,0,4.912281
8808,760,25,2.24,531,0,0,2.6553,1444.2,1.17143,2.4,272,6,163,"baseball",6901,0,0,0,1,,,,,,59.92647
8901,760,40,2.3,531,1,0,2.8568,917.8,1.17143,2.08,272,6,163,"baseball",6901,1,0,0,1,-.3200002,15,.2015002,-526.4,1,59.92647
8808,820,96,2.31,240,1,0,3.4366,66.33,.78261,2.29,5,6,2,"swim",6926,0,1,0,1,,,,,,40
8901,820,103,2.31,240,1,0,3.2856,11.75,.78261,3,5,6,2,"swim",6926,1,1,0,1,.71,7,-.151,-54.58,0,40
8808,620,59,1.93,960,1,0,3.0611,320.67,1,2.25,200,2,152,"bball",6935,0,0,1,0,,,,,,76
8901,620,70,1.97,960,1,0,2.755,757,1,2.15,200,2,152,"bball",6935,1,0,1,0,-.0999999,11,-.3060999,436.33,0,76
8808,1080,61,2.29,210,0,0,2.6866,275.83,.66154,2.83,10,6,3,"baseball",6946,0,0,0,1,,,,,,30
8901,1080,79,2.41,210,1,0,2.8263,259,.66154,2.8,10,6,3,"baseball",6946,1,0,0,1,-.03,18,.1396999,-16.82999,1,30
8808,850,24,2.04,531,1,0,2.502,1185,.84783,1.25,358,6,135,"football",7255,0,0,0,1,,,,,,37.7095
8901,850,36,1.77,531,0,0,2.7534,564,.84783,3,358,6,135,"football",7255,1,0,0,1,1.75,12,.2514,-621,-1,37.7095
8808,1060,41,1.8,960,1,0,2.9473,959.6,.79661,1.67,299,6,149,"football",7285,0,0,0,1,,,,,,49.83278
8901,1060,53,1.77,960,0,0,2.7869,602.6,.79661,2.15,299,6,149,"football",7285,1,0,0,1,.4800001,12,-.1603999,-357,-1,49.83278
8808,1030,88,2.76,308,1,0,2.9557,128,.90741,2.75,5,6,2,"swim",7467,0,1,0,1,,,,,,40
8901,1030,100,2.76,308,1,0,3.164,135.2,.90741,3.2,5,6,2,"swim",7467,1,1,0,1,.45,12,.2083001,7.199997,0,40
8808,1070,31,1.83,665,1,0,2.8159,766,.81356,3,485,6,74,"swim",7476,0,1,0,1,,,,,,15.25773
8901,1070,48,2.25,665,1,0,2.8876,487.2,.81356,2.94,485,6,74,"swim",7476,1,1,0,1,-.0599999,17,.0716999,-278.8,0,15.25773
8808,940,27,2.33,601,0,0,2.7859,1354.4,.64912,2.56,485,6,203,"baseball",7491,0,0,0,1,,,,,,41.85567
8901,940,43,2.41,601,1,0,2.7034,1130,.64912,2.23,485,6,203,"baseball",7491,1,0,0,1,-.3299999,16,-.0825002,-224.4,1,41.85567
8808,1130,94,2.72,517,1,0,2.5647,331.8,.79365,2.4,179,6,104,"swim",7944,0,0,0,1,,,,,,58.10056
8901,1130,109,2.67,517,1,0,3.0177,233.67,.79365,3.29,179,6,104,"swim",7944,1,0,0,1,.8899999,15,.4530001,-98.12999,0,58.10056
8808,910,0,0,665,0,1,2.5921,1173.83,.85714,2.74,10,6,3,"golf",8111,0,0,0,1,,,,,,30
8901,910,17,2.82,665,1,0,2.6106,1295.67,.85714,3.06,10,6,3,"golf",8111,1,0,0,1,.3199999,17,.0185001,121.8401,1,30
8808,990,104,3.25,310,1,0,3.4764,178,.67797,3.75,321,6,27,"vball",8160,0,1,0,1,,,,,,8.411215
8901,990,116,3.3,310,0,0,3.6489,89.5,.67797,4,321,6,27,"vball",8160,1,1,0,1,.25,12,.1725001,-88.5,-1,8.411215
8808,950,82,2.68,511,0,0,2.9262,646.4,.79245,3,457,6,45,"golf",8197,0,0,0,1,,,,,,9.846828
8901,950,97,2.73,511,1,0,2.958,542,.79245,2.6,457,6,45,"golf",8197,1,0,0,1,-.4000001,15,.0318,-104.4,1,9.846828
8808,1100,0,0,601,0,1,2.395,1358.6,1,4,223,6,16,"tennis",8221,0,1,0,1,,,,,,7.174888
8901,1100,15,4,601,1,0,2.6085,1368.83,1,3.25,223,6,16,"tennis",8221,1,1,0,1,-.75,15,.2135,10.22998,1,7.174888
8808,800,26,2.46,347,1,0,2.927,791.17,.90476,2.31,325,6,67,"track",8294,0,1,0,1,,,,,,20.61539
8901,800,41,2.41,347,1,0,2.9413,714.8,.90476,2.77,325,6,67,"track",8294,1,1,0,1,.46,15,.0142999,-76.37,0,20.61539
8808,920,26,3.3,538,1,0,2.777,615,.95745,3.25,407,6,173,"football",8324,0,0,0,1,,,,,,42.50614
8901,920,38,3.28,538,0,0,2.5907,1099.67,.95745,3.33,407,6,173,"football",8324,1,0,0,1,.0799999,12,-.1863,484.67,-1,42.50614
8808,1210,0,0,555,1,1,2.5687,1212.67,.83333,4,546,6,12,"soccer",8386,0,0,0,1,,,,,,2.197802
8901,1210,16,4,517,0,0,2.6395,1063.17,.83333,4,546,6,12,"soccer",8386,1,0,0,1,0,16,.0707998,-149.5,-1,2.197802
8808,1350,62,3.35,660,1,0,2.5374,151.4,.90141,3.6,5,6,4,"swim",8413,0,1,0,1,,,,,,80
8901,1350,77,3.4,660,1,0,3.1176,552.2,.90141,4,5,6,4,"swim",8413,1,1,0,1,.4000001,15,.5802,400.8,0,80
8808,750,0,0,601,1,1,2.3962,1000.25,1.34375,0,194,6,182,"soccer",8415,0,0,0,1,,,,,,93.81443
8901,750,13,0,601,0,0,3.1532,716,1.34375,1.29,194,6,182,"soccer",8415,1,0,0,1,1.29,13,.757,-284.25,-1,93.81443
8808,820,54,2.74,531,1,0,2.6454,750.4,.82222,2.6,210,6,17,"soccer",8435,0,0,0,1,,,,,,8.095238
8901,820,69,2.71,531,0,0,2.909,574.67,.82222,2.94,210,6,17,"soccer",8435,1,0,0,1,.3400002,15,.2635999,-175.73,-1,8.095238
8808,820,54,2.05,538,1,0,2.5759,679.25,.82222,2.5,214,6,55,"soccer",8441,0,0,0,1,,,,,,25.70094
8901,820,66,2.13,538,0,0,2.9257,606.8,.82222,2.29,214,6,55,"soccer",8441,1,0,0,1,-.21,12,.3497999,-72.45001,-1,25.70094
8808,1010,82,1.85,455,1,0,2.6542,221.6,.65574,.91,408,6,140,"swim",8557,0,0,0,1,,,,,,34.31372
8901,1010,93,1.74,455,1,0,2.9504,486.2,.65574,2.62,408,6,140,"swim",8557,1,0,0,1,1.71,11,.2962,264.6,0,34.31372
8808,1040,0,0,538,1,1,2.5938,1592.83,.7931,2.5,193,6,37,"track",8656,0,1,0,1,,,,,,19.17098
8901,1040,16,2.43,538,1,0,2.6556,1330.17,.7931,2.63,193,6,37,"track",8656,1,1,0,1,.1300001,16,.0618,-262.6599,0,19.17098
8808,1150,0,0,811,1,1,2.263,1236.75,.79688,1.76,283,6,13,"swim",8754,0,1,0,1,,,,,,4.593639
8901,1150,17,1.76,811,1,0,2.3904,523.33,.79688,2.31,283,6,13,"swim",8754,1,1,0,1,.55,17,.1273999,-713.42,0,4.593639
8808,1000,29,2.44,601,0,0,2.5301,862,.75439,2.4,159,6,67,"tennis",8760,0,1,0,1,,,,,,42.13836
8901,1000,44,2.43,675,1,0,2.9747,254,.75439,3.46,159,6,67,"tennis",8760,1,1,0,1,1.06,15,.4445999,-608,1,42.13836
8808,880,58,2.31,317,1,0,2.6438,588.25,1.2,.5,230,2,82,"football",8834,0,0,1,0,,,,,,35.65217
8901,880,70,2,317,0,0,2.9437,718.5,1.2,1.75,230,2,82,"football",8834,1,0,1,0,1.25,12,.2999001,130.25,-1,35.65217
8808,640,40,1.65,317,1,0,2.9388,650.25,1.06452,2,219,2,63,"football",8842,0,0,1,0,,,,,,28.76712
8901,640,52,1.73,317,0,0,3.0376,667.5,1.06452,1.5,219,2,63,"football",8842,1,0,1,0,-.5,12,.0987999,17.25,-1,28.76712
8808,800,39,2.05,531,1,0,2.5721,727.8,.86047,2.6,831,2,220,"football",8997,0,0,1,0,,,,,,26.47413
8901,800,54,2.2,531,0,0,2.9238,830.75,.86047,2.25,831,2,220,"football",8997,1,0,1,0,-.3499999,15,.3517001,102.95,-1,26.47413
8808,1190,0,0,660,1,1,2.7057,1042.8,.83077,2.15,323,6,117,"football",9008,0,0,0,1,,,,,,36.22291
8901,1190,13,2.15,660,0,0,2.7852,845.33,.83077,2.76,323,6,117,"football",9008,1,0,0,1,.6099999,13,.0795002,-197.47,-1,36.22291
8808,470,54,2.2,317,1,0,2.6958,514.25,.74074,1,231,2,92,"football",9058,0,0,1,0,,,,,,39.82684
8901,470,69,1.89,317,0,0,2.8259,746.4,.74074,1.2,231,2,92,"football",9058,1,0,1,0,.2,15,.1301,232.15,-1,39.82684
8808,1010,57,1.96,538,1,0,2.6851,568.75,.80357,2,100,6,46,"swim",9386,0,0,0,1,,,,,,46
8901,1010,69,1.97,538,1,0,3.0594,415.33,.80357,2.6,100,6,46,"swim",9386,1,0,0,1,.5999999,12,.3743,-153.42,0,46
8808,1150,0,0,505,1,1,2.4687,930.57,.88525,.76,513,6,277,"football",9427,0,0,0,1,,,,,,53.9961
8901,1150,17,.76,505,0,0,2.7829,1403.6,.88525,.85,513,6,277,"football",9427,1,0,0,1,.09,17,.3142002,473.03,-1,53.9961
8808,740,92,2.11,531,1,0,3.0441,464.6,.64444,2.4,253,6,49,"track",9553,0,0,0,1,,,,,,19.36759
8901,740,107,2.15,531,1,0,3.0646,151.2,.64444,2.23,253,6,49,"track",9553,1,0,0,1,-.1700001,15,.0204999,-313.4,0,19.36759
8808,1100,30,2.93,531,1,0,2.5049,1425.25,.74603,2,240,6,129,"track",9589,0,0,0,1,,,,,,53.75
8901,1100,42,2.66,531,1,0,2.8654,773.5,.74603,2.13,240,6,129,"track",9589,1,0,0,1,.1300001,12,.3605001,-651.75,0,53.75
8808,1110,106,2.92,310,1,0,3.3158,202,1.05556,2.83,448,6,105,"swim",9605,0,1,0,1,,,,,,23.4375
8901,1110,124,2.91,310,1,0,3.6489,89.5,1.05556,3.8,448,6,105,"swim",9605,1,1,0,1,.97,18,.3331001,-112.5,0,23.4375
8808,1020,69,2.63,216,1,0,2.7805,610.6,1.31818,2.2,519,2,68,"football",9656,0,0,1,0,,,,,,13.10212
8901,1020,84,2.55,216,0,0,3.3658,447,1.31818,3.21,519,2,68,"football",9656,1,0,1,0,1.01,15,.5853,-163.6,-1,13.10212
8808,1050,0,0,402,1,1,2.5707,926.5,.75,2,310,6,110,"football",9711,0,0,0,1,,,,,,35.48387
8901,1050,14,2,402,0,0,2.5835,1006,.75,2.17,310,6,110,"football",9711,1,0,0,1,.1700001,14,.0128,79.5,-1,35.48387
8808,650,32,2.25,960,1,0,2.7153,705,.85714,2,249,6,97,"track",10134,0,1,0,1,,,,,,38.95582
8901,650,47,2.17,960,1,0,2.9145,1015,.85714,2.4,249,6,97,"track",10134,1,1,0,1,.4000001,15,.1991999,310,0,38.95582
8808,880,57,2.52,960,1,0,2.9304,530.2,.62963,3.6,600,6,500,"swim",10612,0,0,0,1,,,,,,83.33334
8901,880,72,2.75,960,1,0,3.1593,168.6,.62963,2.8,600,6,500,"swim",10612,1,0,0,1,-.8,15,.2289002,-361.6,0,83.33334
8808,1070,55,2.25,420,0,0,3.0086,232.5,.81356,2.29,491,6,127,"baseball",10692,0,0,0,1,,,,,,25.86558
8901,1070,69,2.26,420,1,0,2.7257,305.6,.81356,2.4,491,6,127,"baseball",10692,1,0,0,1,.1100001,14,-.2829001,73.10001,1,25.86558
8808,1090,0,0,517,1,1,2.3858,1509.2,.94643,2.24,524,6,308,"soccer",10784,0,0,0,1,,,,,,58.77863
8901,1090,15,2,517,0,0,2.7941,1549.6,.94643,2.85,524,6,308,"soccer",10784,1,0,0,1,.6099999,15,.4083002,40.40002,-1,58.77863
